QPUKPTCFMVZMTM-NFBUACBFSA-M,QPUKPTCFMVZMTM-NFBUACBFSA-M,4.91174,0.0431287699,0.00962042561
NNZDBCPMOOEFTE-UHFFFAOYSA-N,NNZDBCPMOOEFTE-UHFFFAOYSA-N,2.062790453,0.04932475384,0.01455636606
LGXVKMDGSIWEHL-UHFFFAOYSA-O,LGXVKMDGSIWEHL-UHFFFAOYSA-O,4.574946472,0.04798794618,0.01236542157
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,2.936451352,0.04554474812,0.01742447084
NGKHDSWSPXFWOE-UHFFFAOYSA-N,NGKHDSWSPXFWOE-UHFFFAOYSA-N,1.697460912,0.04324981477,0.02004987413
IPFSIVVOJSEJOL-UHFFFAOYSA-L,IPFSIVVOJSEJOL-UHFFFAOYSA-L,4.893632139,0.07507906003,0.04822731847
RLLQMCBJNDRXGR-UHFFFAOYSA-N,RLLQMCBJNDRXGR-UHFFFAOYSA-N,1.667932409,0.0370217101,0.01818689365
YVPGZQLRPAGKLA-UHFFFAOYSA-M,YVPGZQLRPAGKLA-UHFFFAOYSA-M,3.312801978,0.03802083374,0.01274364212
UMTJSMNVWNTILS-CGTJXYLNSA-N,UMTJSMNVWNTILS-CGTJXYLNSA-N,2.81453574,0.04574018902,0.01241166484
RXDVFLTWXCTCEX-UHFFFAOYSA-L,RXDVFLTWXCTCEX-UHFFFAOYSA-L,4.63635556,0.05468436413,0.04307159585
VLOGKAVNBJBYON-UHFFFAOYSA-O,LGHJFXOAWBMQKV-GRUVHVDGSA-O,0,0,0
NLHYHLPSUOFMHW-UHFFFAOYSA-N,NLHYHLPSUOFMHW-UHFFFAOYSA-N,2.654825533,0.03981818255,0.02366487566
GGLSXVTXDCCVHX-RUZDIDTESA-O,GGLSXVTXDCCVHX-RUZDIDTESA-O,7.450146348,0.04703635758,0.01209376113
HGEJNHUGVPFHIF-UHFFFAOYSA-N,HGEJNHUGVPFHIF-UHFFFAOYSA-N,5.38341385,0.03680104079,0.03915894833
IYKUBGQVTQQVJG-ZCXUNETKSA-N,IYKUBGQVTQQVJG-ZCXUNETKSA-N,4.62782798,0.04021208389,0.01076866408
SBLMCLDRWJNEJK-UHFFFAOYSA-N,SBLMCLDRWJNEJK-UHFFFAOYSA-N,7.767990823,0.04423654327,0.01332715584
SIHPQWGESUQLJI-UHFFFAOYSA-N,SIHPQWGESUQLJI-UHFFFAOYSA-N,5.749193741,0.04210416229,0.01587518521
OHLUERTUZNIQEE-GOSISDBHSA-N,OHLUERTUZNIQEE-GOSISDBHSA-N,2.874775741,0.04458014415,0.01567932325
VQLNKQZLPGLOSI-UHFFFAOYSA-P,VQLNKQZLPGLOSI-UHFFFAOYSA-P,2.76970339,0.05186367663,0.03069311255
ZNIFXENZPBLKBE-FYWRMAATSA-N,IZFGYDPNWCPLKG-UGIAJMDWSA-O,0,0,0
WGWGFHMTAVZKKS-UHFFFAOYSA-N,WGWGFHMTAVZKKS-UHFFFAOYSA-N,6.234272324,0.04414009252,0.01521758406
CNFSTRPHYZHTGV-UHFFFAOYSA-M,CNFSTRPHYZHTGV-UHFFFAOYSA-M,4.595857282,0.0325413616,0.01403117974
DKKCMDSCGHLOLY-UHFFFAOYSA-M,KBDDNEYFDMRITC-WQJAUYSESA-M,0,0,0
QSDGMDKMSSYMKU-UHFFFAOYSA-O,NTJSIJIZLORQKO-SXUUOERCSA-O,0,0,0
BYTNEISLBIENSA-MDZDMXLPSA-M,BYTNEISLBIENSA-MDZDMXLPSA-M,6.625757809,0.04909058577,0.01905323618
HNEIRZJZTYYDES-VPZBFSRCSA-N,HNEIRZJZTYYDES-VPZBFSRCSA-N,2.947593737,0.05300851332,0.02473245513
QSVVRYPBRVSBDL-SFHVURJKSA-M,QSVVRYPBRVSBDL-SFHVURJKSA-M,1.493730477,0.0392724671,0.0175357548
ZPGBLWCHXWTWDI-UHFFFAOYSA-N,HZSDLWNYKCVZGV-XZWHSSHBSA-N,0,0,0
WQTXERXALASGRT-GOSISDBHSA-O,WQTXERXALASGRT-SFHVURJKSA-O,0,0,0
XPNLMZJVXKGMFM-MOPGFXCFSA-P,XPNLMZJVXKGMFM-MOPGFXCFSA-P,3.118174677,0.03908633601,0.01052802079
JSSUIPOIXFFFQU-NJAFHUGGSA-O,CDIZJCJOUMDIFW-BIZFQRHOSA-P,0,0,0
CGDCHWZCEONCMK-UHFFFAOYSA-N,CGDCHWZCEONCMK-UHFFFAOYSA-N,4.619518552,0.06384723754,0.02811668203
ZYLARFCKPNSSDA-OUFDATPMSA-N,ZYLARFCKPNSSDA-OUFDATPMSA-N,5.248113884,0.03899855981,0.02092654585
ILGSIIFHQGOKKV-INIZCTEOSA-M,ILGSIIFHQGOKKV-INIZCTEOSA-M,2.938701652,0.0389700137,0.01512377333
ASWZRLFSSZUWDR-UZMSACSVSA-O,ASWZRLFSSZUWDR-UZMSACSVSA-O,3.618100983,0.03589620556,0.01150518721
BGDGHNSKANYMHF-JGVFFNPUSA-M,YIORLNCFHPGBEF-DNJWOCCJSA-N,0,0,0
WNDOFCPEDZYDPL-UHFFFAOYSA-O,WNDOFCPEDZYDPL-UHFFFAOYSA-O,3.169679204,0.03421045876,0.008152789907
ULDHMXUKGWMISQ-SECBINFHSA-N,ULDHMXUKGWMISQ-SECBINFHSA-N,2.219456241,0.05816583886,0.02254769078
FOYKYLQAKICGEN-AREMUKBSSA-N,FOYKYLQAKICGEN-AREMUKBSSA-N,6.178398558,0.04173684415,0.02210361889
FHYUGAJXYORMHI-UHFFFAOYSA-N,FHYUGAJXYORMHI-UHFFFAOYSA-N,1.554069328,0.04511575532,0.01647317975
DDZQOAWVENUEIU-UHFFFAOYSA-N,DDZQOAWVENUEIU-UHFFFAOYSA-N,3.195710579,0.04317441381,0.02609847791
AUXATGQLTJKTRN-UHFFFAOYSA-N,AUXATGQLTJKTRN-UHFFFAOYSA-N,1.288265433,0.04385479618,0.02310302359
HETSSARHFAGODR-UHFFFAOYSA-N,HETSSARHFAGODR-UHFFFAOYSA-N,2.580842181,0.03106169284,0.01046261435
XPHRQEMVNFKEIN-UHFFFAOYSA-M,XPHRQEMVNFKEIN-UHFFFAOYSA-M,4.605904349,0.03431342406,0.01426615431
VREFGVBLTWBCJP-UHFFFAOYSA-N,XYLWVQSKKNJKCE-ZBEGNZNMSA-N,0,0,0
DDLIGBOFAVUZHB-UHFFFAOYSA-N,DDLIGBOFAVUZHB-UHFFFAOYSA-N,1.393017417,0.03022189569,0.01345406377
UYIVCPRWMLOCSB-UHFFFAOYSA-N,UYIVCPRWMLOCSB-UHFFFAOYSA-N,3.971721319,0.124065474,0.03723442737
HFRCANFHOYZAQE-UHFFFAOYSA-N,HFRCANFHOYZAQE-UHFFFAOYSA-N,1.543759284,0.03671954143,0.01879772773
LWEUMOYBSFDLPX-UHFFFAOYSA-N,LWEUMOYBSFDLPX-UHFFFAOYSA-N,1.514103707,0.0600152751,0.02420964056
BQZWQOYVRJKCRP-OUAUKWLOSA-N,BQZWQOYVRJKCRP-OUAUKWLOSA-N,4.207906997,0.04499046366,0.009875282746
RGNMWHWRGWOQJX-BJZITVGISA-N,RGNMWHWRGWOQJX-BJZITVGISA-N,4.852152221,0.04497422055,0.02382312281
WDDNNMQSTPFSMZ-VQIMIIECSA-O,WDDNNMQSTPFSMZ-VQIMIIECSA-O,4.513036521,0.02898443776,0.01663723342
OPUJSFZMYKHRTH-LLGFUMIMSA-O,OPUJSFZMYKHRTH-LLGFUMIMSA-O,4.448841911,0.03544457468,0.01996848223
VRCMTLQTPNLTIN-DNVCBOLYSA-O,VRCMTLQTPNLTIN-DNVCBOLYSA-O,4.321986465,0.04058141671,0.01701652597
DJYALAFSFGHFLN-YLJYHZDGSA-O,DJYALAFSFGHFLN-YLJYHZDGSA-O,5.555704353,0.03461004396,0.01766113864
WRGSHXQBWJUKQD-UHFFFAOYSA-O,WRGSHXQBWJUKQD-UHFFFAOYSA-O,3.22292101,0.05522808845,0.02702679554
JCOILWGRHHMFON-UHFFFAOYSA-N,JLYWMDOMRLSIFD-ZNLUXHQJSA-O,0,0,0
YFXWYMXXKFMSOB-UHFFFAOYSA-N,AZAOFINVCKSZTH-QWHCGFSZSA-O,0,0,0
FDLYAMZZIXQODN-UHFFFAOYSA-N,WBLNAHFDRPTWQE-WFXMLNOXSA-O,0,0,0
PDIHMNDWUQWWNQ-UHFFFAOYSA-N,PDIHMNDWUQWWNQ-UHFFFAOYSA-N,1.252499648,0.06696405466,0.02224206908
GEYBMYRBIABFTA-VIFPVBQESA-N,GEYBMYRBIABFTA-VIFPVBQESA-N,1.507085999,0.03695537797,0.004779170807
QECXNBWGUGUPSI-ROUUACIJSA-N,QECXNBWGUGUPSI-ROUUACIJSA-N,1.455940157,0.0340759864,0.02970546677
NHJCZSSEYRWDOJ-CQSZACIVSA-N,NHJCZSSEYRWDOJ-CQSZACIVSA-N,2.056651353,0.04429618108,0.01725220621
BUKMSYYNNHEANR-UHFFFAOYSA-M,BUKMSYYNNHEANR-UHFFFAOYSA-M,3.281093037,0.0289039839,0.01130765271
BAZFHAGOCKJYHX-UHFFFAOYSA-M,BAZFHAGOCKJYHX-UHFFFAOYSA-M,4.181471355,0.02910994775,0.009410929117
GPKCKCQUVBOYCV-UHFFFAOYSA-N,RKOFCISGTWTPLR-GTHQTFIWSA-N,0,0,0
VKIURNGMKFWIQX-UHFFFAOYSA-M,VKIURNGMKFWIQX-UHFFFAOYSA-M,4.216343039,0.02648860556,0.01101641797
WBDOXNXLJBVELO-UHFFFAOYSA-O,SLXRHFRIPXSRHY-FOECPVOOSA-O,0,0,0
NPBKHEMDWREFJJ-UHFFFAOYSA-O,NPBKHEMDWREFJJ-UHFFFAOYSA-O,5.975254487,0.04329341464,0.01870935303
OLLDOFHGCGXIPA-UHFFFAOYSA-K,OLLDOFHGCGXIPA-UHFFFAOYSA-K,1.503499207,0.06311417851,0.09100715222
