Entry,Method,RMSD,Bond error,Angle error,Torsion error,TFD,Stereo correct
07V_3TXZ_A,New,0.800857665552262,0.049016892086037,1.35524467417153,52.9013476427973,,T
07V_3TXZ_A,OB,0.723237225211136,0.069446433344787,2.49633289825932,56.7220126759125,,T
07V_3TXZ_A,RDKit,0.785217331961363,0.073728272105547,2.36017764651651,60.1909159469317,,T
082_3TY0_A,New,2.07514322398501,0.051424761874969,2.19960748343825,22.5038244782635,,T
082_3TY0_A,OB,2.7254306678252,0.051433134842132,2.53829630228588,29.1810586436029,,T
082_3TY0_A,RDKit,2.88865539404462,0.04632310028164,2.73301048402884,18.0547100631402,,T
085_3TZM_A,New,0.73442475310535,0.03485310767271,1.9656146779606,14.1464630824734,0.124693407947699,T
085_3TZM_A,OB,1.41852866616298,0.058170517873529,1.9074946673513,22.5717657351221,0.136190856784024,T
085_3TZM_A,RDKit,1.31459047129974,0.04491732589492,1.98234107572504,20.8317511463069,0.104293827072854,T
087_3U2K_A,New,1.9165722400624,0.043933116742046,2.90977042632097,54.2578225888209,0.050092539973782,T
087_3U2K_A,OB,1.91823986392062,0.052501519221245,2.94880195741406,59.2417664324212,0.073099483967951,T
087_3U2K_A,RDKit,0.991319284372978,0.04950901652511,2.25390156117986,52.9836499701944,0.07252331991707,T
08B_3U2D_A,New,1.59543921665028,0.04563803502424,2.76264338819149,40.9882654105256,0.073203913569169,T
08B_3U2D_A,OB,1.28826543335716,0.052282107472932,2.59205047597065,60.7592232668102,0.047696248341066,T
08B_3U2D_A,RDKit,1.1066866728738,0.054207673549081,2.0765794472598,54.7770657549876,0.313287750130893,T
08C_4BU9_A,New,0.757173564586847,0.034414865682951,1.76493013174901,13.9726037011552,0.261963238680178,T
08C_4BU9_A,OB,0.519784290103512,0.037489073375947,1.25638499701868,22.1603931207803,0.084912942658305,T
08C_4BU9_A,RDKit,0.461328637736526,0.044768573720232,1.96379115567775,10.7832537893966,0.076760021525995,T
08E_3U4O_A,New,2.0011158522992,0.043849172625663,1.71251805492905,25.2778220412066,0.411103649688501,T
08E_3U4O_A,OB,2.08210853577077,0.04395822401007,1.71192968565223,23.8604602959245,0.394900163067462,T
08E_3U4O_A,RDKit,2.0796941311778,0.047785065343195,3.43478612141201,26.371761865793,0.428256669646139,T
08H_3U5J_A,New,0.420358163432477,0.033149394155335,1.63523047356287,21.4871796831012,0.108296763682303,T
08H_3U5J_A,OB,,,,,,F
08H_3U5J_A,RDKit,1.71008436541287,0.047773136271509,3.2312725063064,32.8039355768806,0.097867338580248,T
08J_3U5K_A,New,0.360654465439301,0.036389790463902,1.61811949078901,11.6849445239014,0.05114468664592,T
08J_3U5K_A,OB,1.39301741664998,0.036390352877811,1.61831536779852,18.2300036610079,0.295993959747524,T
08J_3U5K_A,RDKit,1.80004031194137,0.048987959760103,3.39606584750787,23.9674250716096,0.111058756719599,T
08K_3U5L_A,New,0.424645243069026,0.038265322101882,1.53623520190823,24.1556484706714,0.088005198227903,T
08K_3U5L_A,OB,2.12577812385968,0.164810894483241,4.44819030777603,33.7023360330781,0.265903347270108,T
08K_3U5L_A,RDKit,1.85764106856545,0.05532803505577,3.41296174148437,40.1523228242745,0.145440045185581,T
08W_3UA8_A,New,1.62594465650477,0.045753715235435,2.01535374371235,32.8979759076199,0.324118473405417,T
08W_3UA8_A,OB,1.52841765867359,0.045843553782614,2.14153474558582,28.3889310764156,0.242387216652118,T
08W_3UA8_A,RDKit,1.52885833607074,0.053238330581819,3.08716713803344,44.0362635063131,0.248521025185199,T
08Z_3RK7_A,New,2.02191472403309,0.044042072059104,1.97915738926245,39.9991560273794,0.214030655220376,T
08Z_3RK7_A,OB,1.55277554942322,0.082302470613141,2.70236429483387,30.6054852526475,0.097454786939886,T
08Z_3RK7_A,RDKit,2.22745196390088,0.057949435768163,2.96251144560068,39.239600336045,0.286750887741879,T
097_1R55_A,New,1.29969771801628,0.04854987693812,1.13365305188306,54.7572696312862,,T
097_1R55_A,OB,1.82901511079158,0.048547625989683,1.13393665892875,61.7561235098261,,T
097_1R55_A,RDKit,1.80216532740779,0.076023754670109,5.1011874652841,67.7001759039096,,T
099_3HYG_A,New,2.41804311508317,0.033078727059439,2.07974249592729,33.4149008900453,,T
099_3HYG_A,OB,1.75955851531451,0.05544210264215,2.710207867597,32.0268939925042,,T
099_3HYG_A,RDKit,2.53921051232562,0.045766864778413,3.41804056088772,35.246308161589,,T
09A_3UDM_A,New,2.1112743822994,0.145964194915446,7.83488820403361,42.2742991934414,,T
09A_3UDM_A,OB,0.868178378892679,0.033395130727537,1.87274277737575,33.671171844812,,T
09A_3UDM_A,RDKit,1.00776724129647,0.053832231399056,2.57744598555823,37.4116864997282,,T
09D_3UDP_A,New,2.88758455726438,0.0415974848622,2.97858468117746,34.9380517745139,,T
09D_3UDP_A,OB,2.10278569615185,0.044834066391935,2.22281365639712,38.5246253983494,,T
09D_3UDP_A,RDKit,1.21551238420623,0.047102320493227,2.57753815590997,34.1824294468092,,T
09F_3UDR_A,New,1.58147841474435,0.038907867572696,2.14208591719196,53.3574538703397,,T
09F_3UDR_A,OB,1.3417453735178,0.047198605778812,1.91340830006985,26.5593928287958,,T
09F_3UDR_A,RDKit,1.65349638132097,0.057260373845449,2.95979064722668,60.6993319346322,,T
09G_3UDY_A,New,2.35786092446109,0.030881760780652,2.02397403766569,32.2670260092962,,T
09G_3UDY_A,OB,1.11939597027822,0.041808976105168,2.01582396960337,33.5222826514287,,T
09G_3UDY_A,RDKit,1.53460824925469,0.04240140616756,2.44095763638593,28.1460973543588,,T
09H_3U9N_A,New,3.00652184102719,0.093773469036687,5.30430302052355,43.1539486841385,0.225508368474134,T
09H_3U9N_A,OB,3.18794913916019,0.072002416066998,3.04703534715846,45.4768891238892,0.240729714742064,T
09H_3U9N_A,RDKit,2.66171488191403,0.055557861632132,2.9713672866256,49.2354221072087,0.291018396560058,T
09J_3U8W_A,New,2.04090316642646,0.044039893606435,2.83872535357177,40.0438811341762,0.190411436734754,T
09J_3U8W_A,OB,,,,,,F
09J_3U8W_A,RDKit,2.36458977144937,0.059622115646871,2.53106471366217,39.6545847544998,0.216031850934785,T
09K_4FKI_A,New,0.99370743150592,0.043810626395854,4.13719655433801,40.6829787432925,0.338676152348584,T
09K_4FKI_A,OB,,,,,,F
09K_4FKI_A,RDKit,1.76523725661313,0.05868740673327,2.46537268175219,48.7173427391403,0.157483102873638,T
09L_4TKG_A,New,2.69711391052008,0.041757820261159,3.11986203449157,38.4390233079614,0.227635169887152,T
09L_4TKG_A,OB,,,,,,F
09L_4TKG_A,RDKit,2.03843206226688,0.063973925085089,2.32840875983292,42.1890512990216,0.232797615451151,T
09Z_3RK9_A,New,2.05826735539865,0.044486680535489,1.04907340839457,45.541738448072,0.325987341136075,T
09Z_3RK9_A,OB,1.32567671982288,0.08808954985421,2.44312124774664,51.3556093555971,0.170691964060393,T
09Z_3RK9_A,RDKit,1.15165053650373,0.071282085602204,3.61390380163265,42.1741609310053,0.142262005524968,T
0A1_3QTC_A,New,1.45706561113706,0.041724084003953,1.16980603247508,69.5391602188818,,T
0A1_3QTC_A,OB,1.50708599889473,0.042050055965569,0.557276868075057,65.0133431132751,,T
0A1_3QTC_A,RDKit,1.53696993633921,0.053987818597079,1.79806114234523,63.9373258128015,,T
0B1_3VV7_A,New,3.19115638144783,0.038085207791318,5.62027728358217,49.5837433112234,,T
0B1_3VV7_A,OB,1.4559401570898,0.039655512159686,3.44881119227064,25.3512740944746,,T
0B1_3VV7_A,RDKit,2.53612666810355,0.057293146470427,2.65035388553989,28.5238094747118,,T
0B3_3WB4_A,New,0.891827705276157,0.050926472995598,2.29275469447195,51.5698301902077,,T
0B3_3WB4_A,OB,0.94133329531284,0.051163117381791,1.94792130372409,64.135276603415,,T
0B3_3WB4_A,RDKit,0.977421431800872,0.066367868012195,2.1634428844425,60.5374212303567,,T
0BX_3UNJ_A,New,0.842375602230858,0.032979646883191,2.75762439199143,19.7078773771302,0.161035427720617,T
0BX_3UNJ_A,OB,2.21839314186073,0.035814086445582,1.36048045287824,33.88995067686,0.292553483046467,T
0BX_3UNJ_A,RDKit,2.04821111165549,0.041983901266531,1.96028012217534,15.3829902181538,0.268026570133191,T
0BY_3UNK_A,New,1.88026321496615,0.033543143802042,2.46742916950295,34.9108853196744,0.330100275129944,T
0BY_3UNK_A,OB,2.4753596283087,0.036919012666696,1.17311784144589,28.3585696375018,0.357943034597486,T
0BY_3UNK_A,RDKit,1.9003957474425,0.045762423728964,2.59223366066279,21.1106506835673,0.13949726131436,T
0C1_3UPH_A,New,2.00336009697965,0.044596776918596,2.04694867726499,37.1442680742938,0.225496726076946,T
0C1_3UPH_A,OB,,,,,,F
0C1_3UPH_A,RDKit,1.42110249315974,0.051060097509259,2.84560214689903,25.465929602579,0.140148763031505,T
0C8_3UP2_A,New,2.67585351918079,0.031077673036605,2.44720938294512,33.6073090137198,0.23004162705894,T
0C8_3UP2_A,OB,2.80922561405588,0.03306868288667,1.31228307490575,35.364342273479,0.45097364290062,T
0C8_3UP2_A,RDKit,3.00036879503741,0.043296521229456,2.80460081551638,37.0387029012179,0.337462626903486,T
0CA_3UPE_A,New,2.23745416624764,0.092453014830357,3.69867023133801,59.7256727611552,0.123905565597829,T
0CA_3UPE_A,OB,,,,,,F
0CA_3UPE_A,RDKit,2.2731186963696,0.066094965987138,2.84557370395035,36.6541150823182,0.092454114266397,T
0CB_3UUZ_A,New,2.82017536770352,0.046455956264171,1.48582841125512,40.9703213362395,0.3037682511782,T
0CB_3UUZ_A,OB,3.95881896532628,0.052197047367964,2.10166662194829,58.7347332905355,0.340830899549554,T
0CB_3UUZ_A,RDKit,2.48877390139747,0.061129088589425,2.83625733381099,56.3080938393662,0.282427319130553,T
0CH_3UV6_A,New,1.68241607036534,0.082578096354262,9.84240521164055,71.6215726701503,0.55362162699555,T
0CH_3UV6_A,OB,1.50349920703221,0.082602641656975,9.90937008572172,61.7464564801991,0.485221876187281,T
0CH_3UV6_A,RDKit,1.85533471448963,0.106464902930222,3.72466835538345,112.014728056142,,T
0CJ_3UTD_A,New,2.70472828544866,0.08886040896101,9.34943098486563,82.3938178776545,,T
0CJ_3UTD_A,OB,2.50779415243683,0.088860444931119,9.34907890205619,80.3465200693454,,T
0CJ_3UTD_A,RDKit,1.81571886711981,0.09390996617499,3.81422166617996,81.2491901208947,,T
0CK_3UZP_A,New,1.60738458782125,0.049575809700916,3.94541893866506,57.9768151394371,0.221831754596317,T
0CK_3UZP_A,OB,,,,,,F
0CK_3UZP_A,RDKit,0.877410974284891,0.06943679702957,2.59624751236358,46.952988295728,0.15394095238222,T
0CN_3UV7_A,New,1.49863995416669,0.105276045625442,12.8518111546745,77.3846969253794,0.357139138788204,T
0CN_3UV7_A,OB,1.46323043821903,0.105287840883049,12.8519942970543,86.7609279712914,0.299015032293869,T
0CN_3UV7_A,RDKit,1.93447249270643,0.103195627846472,5.75242963110518,126.848079667108,,T
0CO_3CS6_A,New,2.51337501880074,0.048600761579164,1.70207888399844,62.6878636196775,,T
0CO_3CS6_A,OB,,,,,,F
0CO_3CS6_A,RDKit,1.59137526260442,0.079924368818145,3.10938153819885,65.1176162099709,,T
0CZ_3UUA_A,New,0.30798111458217,0.018409897955282,0.784147732228508,36.8500086582392,0.145269162804183,T
0CZ_3UUA_A,OB,0.65051890430154,0.03024923187915,0.603665894494178,41.991681435528,0.18280194910025,T
0CZ_3UUA_A,RDKit,0.892920161255254,0.042746034471361,2.64987056541426,36.4042988201165,0.225819970608624,T
0D2_3UVC_A,New,2.46940811339124,0.034079044872963,3.40431644364818,26.5795749783619,,T
0D2_3UVC_A,OB,0.572376006259376,0.05701776647541,2.51746958383142,19.0704105900556,,T
0D2_3UVC_A,RDKit,2.46549928227063,0.052183476128785,2.87502991960752,17.6034825573065,,T
0DF_3UWK_A,New,0.141624866085428,0.024484039122382,0.970599570710954,21.7678841110695,0.042736598943794,T
0DF_3UWK_A,OB,0.436897232487102,0.037197484767133,1.29611177505304,20.7009429861527,0.124473997113939,T
0DF_3UWK_A,RDKit,0.139381678794285,0.043455964643833,2.31607941434948,10.7940513860081,0.058193370291603,T
0DI_3SFF_A,New,1.94018434904389,0.037732070236636,1.39946819966856,40.7670194765315,,T
0DI_3SFF_A,OB,1.20187348835434,0.044755873212507,1.51748766958085,41.5814889056578,,T
0DI_3SFF_A,RDKit,1.90911717987551,0.062991721223397,2.48508247128814,56.1163965567422,,T
0DJ_3UWO_A,New,1.95898594876557,0.033980165539197,1.29545009603307,36.0274520684459,0.431142067615188,T
0DJ_3UWO_A,OB,1.76725660494071,0.046635165325099,0.971670314606933,33.6677115695412,0.358935369902228,T
0DJ_3UWO_A,RDKit,1.11212107369193,0.046380282080625,1.90480884930282,21.0176305429237,0.196699948790083,T
0DN_3UXM_A,New,1.9987878347616,0.046376031325136,1.40816213184424,44.8799840308418,,T
0DN_3UXM_A,OB,0.934424545747084,0.054333808889369,2.0155474955308,30.5077509344576,,T
0DN_3UXM_A,RDKit,0.72539753119193,0.059491194183307,2.55450312791945,52.0021737366878,,T
0E0_5C5P_A,New,1.58576338540902,0.102486886008874,2.99423850331916,56.1544553274859,,T
0E0_5C5P_A,OB,2.23428279182008,0.123059907490499,3.99338800389237,53.7300462192344,,T
0E0_5C5P_A,RDKit,0.411181858736641,0.073636207430513,2.62331586031298,32.2438435226074,,T
0F9_3VBT_A,New,0.853730739460398,0.032770125909105,1.57915702688469,19.5190096315378,0.454954422287329,T
0F9_3VBT_A,OB,0.98974688227578,0.044040225064582,1.90409687772793,26.9072993576784,0.661398033989771,T
0F9_3VBT_A,RDKit,0.105346735852072,0.044909027992087,2.44022118563871,1.5775088676643,0.014856391052696,T
0FK_3VBV_A,New,0.896456284161301,0.034150380427025,2.25058135018074,28.3053256027555,0.118022864905997,T
0FK_3VBV_A,OB,0.258250339739707,0.044539705914485,2.0642080375917,23.5867337806362,0.253665205507482,T
0FK_3VBV_A,RDKit,0.879053164837115,0.047375300826233,2.2795514175799,28.0404524602782,0.144092759658855,T
0FR_3VBY_A,New,1.94515032805791,0.046184513318536,1.91802234825912,15.7175678878797,0.564186974522542,T
0FR_3VBY_A,OB,1.89690511634175,0.047086446534092,1.66789562152476,22.7965158158422,0.762454519012376,T
0FR_3VBY_A,RDKit,0.421404734745579,0.056698767726407,2.8637892861064,4.66231237487066,0.122549729740173,T
0FV_3V1X_A,New,1.93954705103211,0.063669757234116,6.27003441311028,85.730566173935,,T
0FV_3V1X_A,OB,1.67577923780215,0.063660853506155,6.27069349811863,86.8339519822233,,T
0FV_3V1X_A,RDKit,1.73672019125679,0.074367243105624,3.04750722943957,83.1287408587605,,T
0FX_3VBL_A,New,2.981829867855,0.050470982559202,5.302064381733,50.7165485132286,,T
0FX_3VBL_A,OB,2.93418335683524,0.056962037128783,5.01859801447995,70.2782069028616,,T
0FX_3VBL_A,RDKit,2.34166397042033,0.066935638669152,4.13832843154861,66.7437364143183,,T
0G1_3V5L_A,New,1.59525065009074,0.081591060790688,3.40059879004666,35.5575015690701,1.03433789715809,T
0G1_3V5L_A,OB,,,,,,F
0G1_3V5L_A,RDKit,1.54592864836898,0.054627038883958,2.35037960641537,38.575671544743,0.17554474112978,T
0G2_3V8W_A,New,1.71056449250579,0.036885128735483,1.06330830023258,29.0971719528148,0.148140741343133,T
0G2_3V8W_A,OB,2.34671424113443,0.081660766108183,2.65078749439097,28.791250179752,0.33746032403747,T
0G2_3V8W_A,RDKit,1.50768259661496,0.058525846189384,3.04189271511042,35.5055775075186,0.222109226845694,T
0G8_4QWA_A,New,1.92112734162705,0.06286140032509,9.76333793425036,57.4711307251937,,T
0G8_4QWA_A,OB,2.33340485966818,0.083921967132614,8.27922712199184,61.497637913622,,T
0G8_4QWA_A,RDKit,2.11453660027984,0.070385997599267,3.33199902925386,40.5697512504394,,T
0GA_5CWA_A,New,1.59800496574651,0.04431422808125,1.04655677256745,42.1033611219672,0.642274111554848,T
0GA_5CWA_A,OB,1.78737543554733,0.05058830694339,1.59730482558649,45.3047229000489,0.394512490109338,T
0GA_5CWA_A,RDKit,2.02471501876928,0.05083215403695,2.32005237830832,40.5015024201353,0.344091640064218,T
0GD_4D7J_A,New,1.35111630444542,0.041380810049372,1.69944330700059,29.3149205657596,0.263663555411603,T
0GD_4D7J_A,OB,0.673937476220542,0.043395031816713,1.03729065911746,28.6185979499852,0.237981756033188,T
0GD_4D7J_A,RDKit,1.453119413473,0.055174823204629,2.07683431671065,48.7600583790147,0.290790784054406,T
0GO_3VEU_A,New,,,,,,F
0GO_3VEU_A,OB,5.16555303250423,0.048912793473329,1.78378784658316,72.0428508266394,,T
0GO_3VEU_A,RDKit,3.37490641599769,0.074594880161958,2.58665489072419,59.4977232532194,,T
