name,MW,time
0OE_4E91_A,521.9880000000005,82783.46061706543
0OF_4E91_A,517.5070000000002,60439.8250579834
0OG_4E92_A,533.5440000000012,87352.75268554688
0OK_4EH2_A,222.24700000000007,10531.66389465332
0ON_4EH6_A,198.22500000000008,10022.163391113281
0OV_4EFE_A,313.36099999999965,36268.71109008789
0OX_4EEQ_A,222.24800000000013,12412.786483764648
0OY_4EGH_A,207.22900000000007,11960.029602050781
0Q1_4GPJ_A,305.37699999999967,37029.74319458008
0QA_4EJI_A,207.2330000000001,9467.601776123047
0QR_4EPX_A,267.2849999999998,12916.803359985352
0QV_4EPW_A,260.362,22222.280502319336
0QW_4EPT_A,207.2980000000001,10168.55239868164
0QX_4EPV_A,248.2890000000001,11906.38542175293
0R3_4ERF_A,477.4079999999998,121067.04711914062
0R4_4EJN_A,571.6160000000013,175572.39532470703
0R5_4ELT_A,588.2510000000008,95567.94166564941
0R9_4EMV_A,443.36499999999984,27426.00440979004
0RB_4ESI_A,287.2429999999998,13031.959533691406
0RF_4EKL_A,459.01399999999956,127730.6079864502
0RM_4EY2_A,396.4209999999998,64533.94889831543
0RY_4F1L_A,233.20300000000006,13635.635375976562
0S2_4EO6_A,388.55299999999954,83835.12496948242
0S3_4EO8_A,389.5409999999996,65900.56419372559
0S5_4EOX_P,414.4819999999997,95765.1138305664
0S6_4F3I_A,414.9179999999998,57963.60969543457
0S8_4F64_A,422.28699999999964,41436.195373535156
0S9_4F65_A,454.33199999999977,48402.07099914551
0SL_4FA3_A,318.37399999999974,36088.46664428711
0SR_4F6U_A,400.5469999999995,61819.07653808594
0SX_4F9C_A,290.72999999999973,20373.821258544922
0SZ_4FAM_A,316.3579999999998,28862.953186035156
0TF_4J4B_A,261.34600000000006,37099.12300109863
0TK_4FFO_A,212.1420000000001,8680.105209350586
0TT_4FHD_A,484.46199999999976,103326.08222961426
0U8_4FFG_A,324.28199999999964,30830.860137939453
0UB_4FFI_B,504.4379999999997,140756.13021850586
0UJ_4FK6_A,359.45499999999964,50402.64129638672
0UP_4FM7_A,478.6099999999996,167345.2854156494
0UQ_4FM8_A,462.61099999999965,133112.19215393066
0UU_4FOC_A,475.6129999999996,163628.81660461426
0UX_4FPS_A,423.56499999999966,118360.99624633789
0V0_4UMU_A,333.41099999999966,28841.495513916016
0V4_4FR3_A,496.64099999999945,184380.29289245605
0V5_3UJS_B,167.03300000000002,3053.903579711914
0V7_4FPH_A,233.26400000000007,10828.971862792969
0V8_4FPY_A,294.16999999999973,10013.103485107422
0VC_4FRR_A,263.361,46572.44682312012
0VF_4FYO_A,519.5630000000003,102658.27178955078
0VG_4FZ6_A,370.4599999999997,72346.21047973633
0VH_4FZ7_A,356.4539999999996,75785.16006469727
0VM_4G16_A,395.3439999999998,27808.666229248047
0VN_4G17_A,290.36999999999966,21067.142486572266
0WB_4G3F_A,311.3409999999998,18055.67741394043
0WC_4G3E_A,397.89099999999985,38979.05349731445
0WE_4FS3_A,377.44399999999973,58050.15563964844
0WH_4G31_A,451.45199999999977,36168.33686828613
0WO_4EYB_A,417.4429999999998,70653.20014953613
0WT_4GEE_A,372.83999999999975,51049.232482910156
0WW_4GG9_A,437.5929999999997,78841.9246673584
0WY_4GIY_A,461.61399999999963,104299.06845092773
0X5_4GIH_A,350.20499999999987,26935.100555419922
0XE_4Q2V_A,445.35599999999994,72050.80986022949
0XF_4GFG_A,356.4539999999996,61999.32098388672
0XS_4GLX_A,335.08299999999986,9758.472442626953
0XT_4GLW_A,206.2090000000001,6624.460220336914
0XU_4GQB_A,380.38499999999965,68879.1275024414
0XW_4H2H_A,159.1850000000001,6929.874420166016
0XZ_4GV1_A,429.9319999999997,85518.36013793945
0Y4_4GUB_A,402.4419999999997,58881.99806213379
0Y5_4GSY_A,503.47699999999975,70685.38665771484
0Y7_4HBM_A,449.35399999999976,75283.52737426758
0YB_4GFD_A,584.5110000000017,147105.93223571777
0YJ_4H1M_A,472.5929999999997,112909.07859802246
0YN_4MHW_A,263.36599999999993,15135.526657104492
0YR_4H19_A,180.13600000000008,6910.3240966796875
10E_4H4D_A,258.083,6709.814071655273
10G_4H4E_A,274.12699999999984,5463.600158691406
10N_4GU6_A,432.50899999999984,69168.8060760498
10P_3QTO_H,368.4809999999996,88153.60069274902
10U_2ZFT_A,373.50099999999946,92822.55172729492
115_1HWI_A,410.4649999999997,58888.43536376953
117_1HWK_A,557.6420000000016,152736.42539978027
11C_3PWS_A,160.1490000000001,6376.028060913086
11D_3AKN_A,433.5939999999996,76283.93173217773
11G_4I6B_A,260.341,28470.03936767578
11H_4NCE_A,366.328,14367.818832397461
11N_2ZEC_A,349.4539999999996,59350.49057006836
11P_2RAH_A,305.11899999999986,13738.632202148438
11U_2ZQ1_A,387.52799999999945,107751.60789489746
11X_3FTV_A,184.24200000000008,10875.940322875977
11Y_4IBE_A,517.7640000000004,59696.197509765625
122_1GI4_A,252.2770000000001,14585.256576538086
12E_3MRT_A,342.3769999999997,38192.7490234375
12I_4A7G_A,229.30700000000013,18122.67303466797
12M_2F62_A,136.19400000000005,5086.183547973633
